provinsi,daerah,jenis,tahun,peng,peng_asli,cluster
LAMPUNG,PERKOTAAN,MAKANAN,2010,271181.0,271181.0,0
LAMPUNG,PERKOTAAN,MAKANAN,2011,305734.0,305734.0,0
LAMPUNG,PERKOTAAN,MAKANAN,2012,338261.0,338261.0,0
LAMPUNG,PERKOTAAN,MAKANAN,2013,405210.0,405210.0,0
LAMPUNG,PERKOTAAN,MAKANAN,2014,422069.0,422069.0,0
LAMPUNG,PERKOTAAN,MAKANAN,2015,447587.0,447587.0,0
LAMPUNG,PERKOTAAN,MAKANAN,2016,491261.0,491261.0,0
LAMPUNG,PERKOTAAN,MAKANAN,2017,558327.0,558327.0,0
LAMPUNG,PERKOTAAN,MAKANAN,2018,560502.0,560502.0,0
LAMPUNG,PERKOTAAN,MAKANAN,2019,570592.0,570592.0,0
LAMPUNG,PERKOTAAN,MAKANAN,2020,587511.0,587511.0,0
LAMPUNG,PERKOTAAN,MAKANAN,2021,622926.0,622926.0,0
LAMPUNG,PERKOTAAN,MAKANAN,2022,644379.0,644379.0,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2007,329527.0,329527.0,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2008,288214.0,288214.0,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2009,275503.0,275503.0,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2010,314309.0,314309.0,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2011,351031.0,351031.0,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2012,376967.0,376967.0,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2013,438876.0,438876.0,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2014,473544.0,473544.0,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2015,538560.0,538560.0,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2016,551369.0,551369.0,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2017,569779.0,569779.0,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2018,616817.0,616817.0,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2019,620054.0,620054.0,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2020,643043.0,643043.0,0
LAMPUNG,PERKOTAAN,NONMAKANAN,2021,693670.0,693670.0,1
LAMPUNG,PERKOTAAN,NONMAKANAN,2022,674903.0,674903.0,1
LAMPUNG,PERKOTAAN,TOTAL,2007,547443.0,547443.0,0
LAMPUNG,PERKOTAAN,TOTAL,2008,497672.0,497672.0,0
LAMPUNG,PERKOTAAN,TOTAL,2009,503819.0,503819.0,0
LAMPUNG,PERKOTAAN,TOTAL,2010,585489.0,585489.0,0
LAMPUNG,PERKOTAAN,TOTAL,2011,656766.0,656766.0,1
LAMPUNG,PERKOTAAN,TOTAL,2012,715229.0,715229.0,1
LAMPUNG,PERKOTAAN,TOTAL,2013,844087.0,844087.0,1
LAMPUNG,PERKOTAAN,TOTAL,2014,895613.0,895613.0,1
LAMPUNG,PERKOTAAN,TOTAL,2015,986147.0,986147.0,1
LAMPUNG,PERKOTAAN,TOTAL,2016,1042631.0,1042631.0,1
LAMPUNG,PERKOTAAN,TOTAL,2017,1128106.0,1128106.0,1
LAMPUNG,PERKOTAAN,TOTAL,2018,1177319.0,1177319.0,1
LAMPUNG,PERKOTAAN,TOTAL,2019,1190647.0,1190647.0,1
LAMPUNG,PERKOTAAN,TOTAL,2020,1230554.0,1230554.0,1
LAMPUNG,PERKOTAAN,TOTAL,2021,1316597.0,1316597.0,1
LAMPUNG,PERKOTAAN,TOTAL,2022,1319283.0,1319283.0,1
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2011,261519.0,261519.0,0
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2012,283870.0,283870.0,0
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2013,314408.0,314408.0,0
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2014,340844.0,340844.0,0
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2015,382368.0,382368.0,0
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2016,412617.0,412617.0,0
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2017,467939.0,467939.0,0
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2018,478451.0,478451.0,0
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2019,484799.0,484799.0,0
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2020,503976.0,503976.0,0
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2021,539963.0,539963.0,0
LAMPUNG,PERDESAANPERKOTAAN,MAKANAN,2022,575672.0,575672.0,0
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2011,228662.0,228662.0,0
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2012,233840.0,233840.0,0
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2013,259226.0,259226.0,0
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2014,287666.0,287666.0,0
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2015,358838.0,358838.0,0
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2016,376444.0,376444.0,0
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2017,381353.0,381353.0,0
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2018,444185.0,444185.0,0
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2019,444224.0,444224.0,0
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2020,470447.0,470447.0,0
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2021,490615.0,490615.0,0
LAMPUNG,PERDESAANPERKOTAAN,NONMAKANAN,2022,499314.0,499314.0,0
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2011,490180.0,490180.0,0
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2012,517710.0,517710.0,0
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2013,573634.0,573634.0,0
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2014,628510.0,628510.0,0
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2015,741206.0,741206.0,1
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2016,789061.0,789061.0,1
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2017,849293.0,849293.0,1
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2018,922637.0,922637.0,1
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2019,929024.0,929024.0,1
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2020,974423.0,974423.0,1
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2021,1030578.0,1030578.0,1
LAMPUNG,PERDESAANPERKOTAAN,TOTAL,2022,1074987.0,1074987.0,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2007,248396.0,248396.0,0
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2008,277071.0,277071.0,0
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2009,290870.0,290870.0,0
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2010,328440.0,328440.0,0
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2011,389470.0,389470.0,0
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2012,395069.0,395069.0,0
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2013,433710.0,433710.0,0
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2014,515064.0,515064.0,0
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2015,551553.0,551553.0,0
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2016,558613.0,558613.0,0
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2017,651144.0,651144.0,0
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2018,655645.0,655645.0,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2019,682642.0,682642.0,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2020,720007.0,720007.0,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2021,726610.0,726610.0,1
KEP. BANGKA BELITUNG,PERDESAAN,MAKANAN,2022,848494.0,848494.0,1
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2007,215562.0,215562.0,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2008,218532.0,218532.0,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2009,239364.0,239364.0,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2010,239766.0,239766.0,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2011,307953.0,307953.0,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2012,333414.0,333414.0,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2013,364192.0,364192.0,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2014,413004.0,413004.0,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2015,467700.0,467700.0,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2016,505734.0,505734.0,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2017,469208.0,469208.0,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2018,559284.0,559284.0,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2019,603651.0,603651.0,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2020,578492.0,578492.0,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2021,606125.0,606125.0,0
KEP. BANGKA BELITUNG,PERDESAAN,NONMAKANAN,2022,637672.0,637672.0,0
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2007,463958.0,463958.0,0
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2008,495602.0,495602.0,0
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2009,530235.0,530235.0,0
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2010,568206.0,568206.0,0
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2011,697423.0,697423.0,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2012,728484.0,728484.0,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2013,797902.0,797902.0,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2014,928068.0,928068.0,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2015,1019252.0,1019252.0,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2016,1064347.0,1064347.0,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2017,1120353.0,1120353.0,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2018,1214929.0,1214929.0,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2019,1286293.0,1286293.0,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2020,1298500.0,1298500.0,1
KEP. BANGKA BELITUNG,PERDESAAN,TOTAL,2021,1332735.0,1332735.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2007,263406.0,263406.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2008,284162.0,284162.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2009,303406.0,303406.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2010,380298.0,380298.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2011,393810.0,393810.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2012,442601.0,442601.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2013,550081.0,550081.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2014,590025.0,590025.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2015,606905.0,606905.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2016,633225.0,633225.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2017,784861.0,784861.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2018,757618.0,757618.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2019,807682.0,807682.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2020,812631.0,812631.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2021,826951.0,826951.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,MAKANAN,2022,906502.0,906502.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2007,217733.99999999994,217734.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2008,264755.0,264755.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2009,311126.0,311126.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2010,383751.0,383751.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2011,383301.0,383301.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2012,468917.0,468917.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2013,535297.0,535297.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2014,581117.0,581117.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2015,613072.0,613072.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2016,722576.0,722576.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2017,795826.0,795826.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2018,838278.0,838278.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2019,883969.0,883969.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2020,854352.0,854352.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2021,859389.0,859389.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,NONMAKANAN,2022,874034.0,874034.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2007,481141.0,481141.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2008,548917.0,548917.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2009,614532.0,614532.0,0
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2010,764049.0,764049.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2011,777111.0,777111.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2012,911518.0,911518.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2013,1085378.0,1085378.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2014,1171142.0,1171142.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2015,1219977.0,1219977.0,1
KEP. BANGKA BELITUNG,PERKOTAAN,TOTAL,2016,1355801.0,1355801.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2011,391606.0,391606.0,0
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2012,418496.0,418496.0,0
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2013,491121.0,491121.0,0
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2014,551960.0,551960.0,0
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2015,578812.0,578812.0,0
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2016,596381.0,596381.0,0
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2017,721045.0,721045.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2018,710401.0,710401.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2019,751640.0,751640.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2020,771121.0,771121.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2021,783203.0,783203.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,MAKANAN,2022,881622.0,881622.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2011,345039.0,345039.0,0
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2012,400200.0,400200.0,0
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2013,448605.0,448605.0,0
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2014,495751.0,495751.0,0
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2015,539290.0,539290.0,0
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2016,615498.0,615498.0,0
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2017,639949.0,639949.0,0
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2018,709094.0,709094.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2019,758333.0,758333.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2020,730722.0,730722.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2021,748970.0,748970.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,NONMAKANAN,2022,772658.0,772658.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2011,736645.0,736645.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2012,818697.0,818697.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2013,939726.0,939726.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2014,1047711.0,1047711.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2015,1118101.0,1118101.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2016,1211879.0,1211879.0,1
KEP. BANGKA BELITUNG,PERDESAANPERKOTAAN,TOTAL,2017,1360994.0,1360994.0,1
KEP. RIAU,PERDESAAN,MAKANAN,2007,216349.0,216349.0,0
KEP. RIAU,PERDESAAN,MAKANAN,2008,244200.0,244200.0,0
KEP. RIAU,PERDESAAN,MAKANAN,2009,303902.0,303902.0,0
KEP. RIAU,PERDESAAN,MAKANAN,2010,341117.0,341117.0,0
KEP. RIAU,PERDESAAN,MAKANAN,2011,400218.0,400218.0,0
KEP. RIAU,PERDESAAN,MAKANAN,2012,416780.0,416780.0,0
KEP. RIAU,PERDESAAN,MAKANAN,2013,437634.0,437634.0,0
KEP. RIAU,PERDESAAN,MAKANAN,2014,480788.0,480788.0,0
KEP. RIAU,PERDESAAN,MAKANAN,2015,480875.0,480875.0,0
KEP. RIAU,PERDESAAN,MAKANAN,2016,502046.0,502046.0,0
KEP. RIAU,PERDESAAN,MAKANAN,2017,562677.0,562677.0,0
KEP. RIAU,PERDESAAN,MAKANAN,2018,590286.0,590286.0,0
KEP. RIAU,PERDESAAN,MAKANAN,2019,610033.0,610033.0,0
KEP. RIAU,PERDESAAN,MAKANAN,2020,623234.0,623234.0,0
KEP. RIAU,PERDESAAN,MAKANAN,2021,645900.0,645900.0,0
KEP. RIAU,PERDESAAN,MAKANAN,2022,672520.0,672520.0,1
KEP. RIAU,PERDESAAN,NONMAKANAN,2007,177560.0,177560.0,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2008,179011.0,179011.0,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2009,194304.0,194304.0,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2010,210170.0,210170.0,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2011,276481.0,276481.0,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2012,316831.0,316831.0,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2013,316199.0,316199.0,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2014,345570.0,345570.0,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2015,404211.0,404211.0,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2016,464081.0,464081.0,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2017,442556.0,442556.0,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2018,496566.0,496566.0,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2019,499045.0,499045.0,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2020,520509.0,520509.0,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2021,518795.0,518795.0,0
KEP. RIAU,PERDESAAN,NONMAKANAN,2022,515616.0,515616.0,0
KEP. RIAU,PERDESAAN,TOTAL,2007,393909.0,393909.0,0
KEP. RIAU,PERDESAAN,TOTAL,2008,423212.0,423212.0,0
KEP. RIAU,PERDESAAN,TOTAL,2009,498205.0,498205.0,0
KEP. RIAU,PERDESAAN,TOTAL,2010,551287.0,551287.0,0
KEP. RIAU,PERDESAAN,TOTAL,2011,676699.0,676699.0,1
KEP. RIAU,PERDESAAN,TOTAL,2012,733610.0,733610.0,1
KEP. RIAU,PERDESAAN,TOTAL,2013,753834.0,753834.0,1
KEP. RIAU,PERDESAAN,TOTAL,2014,826358.0,826358.0,1
KEP. RIAU,PERDESAAN,TOTAL,2015,885086.0,885086.0,1
KEP. RIAU,PERDESAAN,TOTAL,2016,966127.0,966127.0,1
KEP. RIAU,PERDESAAN,TOTAL,2017,1005233.0,1005233.0,1
KEP. RIAU,PERDESAAN,TOTAL,2018,1086852.0,1086852.0,1
KEP. RIAU,PERDESAAN,TOTAL,2019,1109078.0,1109078.0,1
KEP. RIAU,PERDESAAN,TOTAL,2020,1143743.0,1143743.0,1
KEP. RIAU,PERDESAAN,TOTAL,2021,1164695.0,1164695.0,1
KEP. RIAU,PERDESAAN,TOTAL,2022,1188137.0,1188137.0,1
KEP. RIAU,PERKOTAAN,MAKANAN,2007,267165.0,267165.0,0
KEP. RIAU,PERKOTAAN,MAKANAN,2008,301036.0,301036.0,0
KEP. RIAU,PERKOTAAN,MAKANAN,2009,330344.0,330344.0,0
KEP. RIAU,PERKOTAAN,MAKANAN,2010,388302.0,388302.0,0
KEP. RIAU,PERKOTAAN,MAKANAN,2011,437751.0,437751.0,0
KEP. RIAU,PERKOTAAN,MAKANAN,2012,481921.0,481921.0,0
KEP. RIAU,PERKOTAAN,MAKANAN,2013,524552.0,524552.0,0
KEP. RIAU,PERKOTAAN,MAKANAN,2014,592970.0,592970.0,0
KEP. RIAU,PERKOTAAN,MAKANAN,2015,625859.0,625859.0,0
KEP. RIAU,PERKOTAAN,MAKANAN,2016,714538.0,714538.0,1
KEP. RIAU,PERKOTAAN,MAKANAN,2017,794255.0,794255.0,1
KEP. RIAU,PERKOTAAN,MAKANAN,2018,774057.0,774057.0,1
KEP. RIAU,PERKOTAAN,MAKANAN,2019,809149.0,809149.0,1
KEP. RIAU,PERKOTAAN,MAKANAN,2020,819974.0,819974.0,1
KEP. RIAU,PERKOTAAN,MAKANAN,2021,842908.0,842908.0,1
KEP. RIAU,PERKOTAAN,MAKANAN,2022,868121.0,868121.0,1
KEP. RIAU,PERKOTAAN,NONMAKANAN,2007,358745.0,358745.0,0
KEP. RIAU,PERKOTAAN,NONMAKANAN,2008,381144.0,381144.0,0
KEP. RIAU,PERKOTAAN,NONMAKANAN,2009,375648.0,375648.0,0
KEP. RIAU,PERKOTAAN,NONMAKANAN,2010,410110.0,410110.0,0
KEP. RIAU,PERKOTAAN,NONMAKANAN,2011,514845.0,514845.0,0
KEP. RIAU,PERKOTAAN,NONMAKANAN,2012,572809.0,572809.0,0
KEP. RIAU,PERKOTAAN,NONMAKANAN,2013,653772.0,653772.0,1
KEP. RIAU,PERKOTAAN,NONMAKANAN,2014,764558.0,764558.0,1
KEP. RIAU,PERKOTAAN,NONMAKANAN,2015,809066.0,809066.0,1
KEP. RIAU,PERKOTAAN,NONMAKANAN,2016,842368.0,842368.0,1
KEP. RIAU,PERKOTAAN,NONMAKANAN,2017,869299.0,869299.0,1
KEP. RIAU,PERKOTAAN,NONMAKANAN,2018,881087.0,881087.0,1
KEP. RIAU,PERKOTAAN,NONMAKANAN,2019,1044092.0,1044092.0,1
KEP. RIAU,PERKOTAAN,NONMAKANAN,2020,1023031.0,1023031.0,1
KEP. RIAU,PERKOTAAN,NONMAKANAN,2021,1068082.0,1068082.0,1
KEP. RIAU,PERKOTAAN,NONMAKANAN,2022,1044718.0,1044718.0,1
KEP. RIAU,PERKOTAAN,TOTAL,2007,625910.0,625910.0,0
KEP. RIAU,PERKOTAAN,TOTAL,2008,682181.0,682181.0,1
KEP. RIAU,PERKOTAAN,TOTAL,2009,705993.0,705993.0,1
KEP. RIAU,PERKOTAAN,TOTAL,2010,798412.0,798412.0,1
KEP. RIAU,PERKOTAAN,TOTAL,2011,952596.0,952596.0,1
KEP. RIAU,PERKOTAAN,TOTAL,2012,1054730.0,1054730.0,1
KEP. RIAU,PERKOTAAN,TOTAL,2013,1178323.0,1178323.0,1
KEP. RIAU,PERKOTAAN,TOTAL,2014,1357528.0,1357528.0,1
KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2011,431248.0,431248.0,0
KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2012,470371.0,470371.0,0
KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2013,508569.0,508569.0,0
KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2014,574814.0,574814.0,0
KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2015,602071.0,602071.0,0
KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2016,681525.0,681525.0,1
KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2017,759543.0,759543.0,1
KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2018,747943.0,747943.0,1
KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2019,789056.0,789056.0,1
KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2020,800424.0,800424.0,1
KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2021,828206.0,828206.0,1
KEP. RIAU,PERDESAANPERKOTAAN,MAKANAN,2022,846221.0,846221.0,1
KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2011,473543.0,473543.0,0
KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2012,527422.0,527422.0,0
KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2013,591696.0,591696.0,0
KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2014,696748.0,696748.0,1
KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2015,742641.0,742641.0,1
KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2016,783597.0,783597.0,1
KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2017,805333.0,805333.0,1
KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2018,826447.0,826447.0,1
KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2019,989093.0,989093.0,1
KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2020,973096.0,973096.0,1
KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2021,1027089.0,1027089.0,1
KEP. RIAU,PERDESAANPERKOTAAN,NONMAKANAN,2022,985478.0,985478.0,1
